customerID,gender,Partner,Dependents,tenure,PhoneService,InternetService,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,SeniorCitizen
9919-FZDED,Male,Yes,No,72,Yes,DSL,Yes,Two year,Yes,Credit card (automatic),84.1,No,1
5934-TSSAU,Female,Yes,Yes,23,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),75.3,No,0
3486-KHMLI,Male,No,Yes,21,Yes,No,No internet service,Month-to-month,No,Mailed check,24.7,No,0
4897-QSUYC,Female,No,No,1,Yes,No,No internet service,Month-to-month,Yes,Mailed check,20.15,Yes,0
1084-UQCHV,Male,No,Yes,1,Yes,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),69.75,Yes,0
8290-YWKHZ,Female,Yes,No,32,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,93.2,Yes,1
2955-BJZHG,Male,Yes,Yes,17,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,80.85,Yes,0
3806-DXQOM,Female,No,No,4,No,DSL,No,Month-to-month,Yes,Electronic check,33.65,Yes,0
6784-XYJAE,Female,No,No,36,Yes,DSL,No,One year,No,Electronic check,55.8,No,0
3933-DQPWX,Female,No,No,50,No,DSL,No,Two year,No,Credit card (automatic),39.7,No,0
6661-EIPZC,Female,Yes,Yes,48,No,DSL,No,Month-to-month,Yes,Credit card (automatic),29.5,No,0
8957-THMOA,Female,No,Yes,50,Yes,No,No internet service,Two year,No,Credit card (automatic),20.15,No,0
2251-PYLPB,Male,Yes,No,72,Yes,DSL,No,Two year,No,Credit card (automatic),79.55,No,0
5555-RNPGT,Male,No,Yes,10,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),24.8,No,0
1057-FOGLZ,Female,No,No,18,Yes,No,No internet service,Month-to-month,No,Mailed check,19.65,No,0
9300-RENDD,Male,No,No,1,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,79.95,Yes,0
0761-AETCS,Female,No,No,1,Yes,No,No internet service,Month-to-month,No,Electronic check,19.3,Yes,0
8087-LGYHQ,Male,No,No,9,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,94.05,No,0
4137-BTIKL,Male,No,No,2,Yes,Fiber optic,No,Month-to-month,No,Mailed check,90.75,No,0
2190-BCXEC,Female,Yes,No,40,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),78.85,No,0
6227-FBDXH,Male,Yes,No,69,Yes,Fiber optic,Yes,One year,No,Bank transfer (automatic),99.5,No,0
2153-MREFK,Female,Yes,No,37,Yes,Fiber optic,No,One year,Yes,Electronic check,99.2,Yes,0
2911-WDXMV,Male,No,Yes,18,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),80.55,No,0
7206-PQBBZ,Male,Yes,No,11,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,70.2,No,1
3106-ULWFW,Female,Yes,No,8,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),85.2,Yes,0
0925-VYDLG,Female,No,No,3,Yes,Fiber optic,No,Month-to-month,No,Electronic check,75.25,Yes,0
4547-FZJWE,Male,Yes,Yes,55,Yes,DSL,No,One year,No,Credit card (automatic),59.45,No,0
7422-WNBTY,Male,Yes,No,33,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,93.35,No,0
0842-IWYCP,Female,No,No,46,Yes,DSL,No,Month-to-month,No,Bank transfer (automatic),44.95,No,0
3521-HTQTV,Male,No,No,34,Yes,No,No internet service,Two year,No,Bank transfer (automatic),26.1,No,0
3744-ZBHON,Female,No,No,3,Yes,No,No internet service,Month-to-month,No,Electronic check,20.2,No,0
3373-DIUUN,Male,Yes,Yes,30,Yes,No,No internet service,Two year,No,Mailed check,21.25,No,0
8383-SGHJU,Female,No,No,33,Yes,DSL,No,One year,No,Electronic check,59.4,No,0
7607-QKKTJ,Male,Yes,Yes,45,Yes,Fiber optic,No,One year,Yes,Credit card (automatic),95,No,0
7707-PYBBH,Male,No,No,40,Yes,DSL,No,Month-to-month,Yes,Mailed check,61.9,No,0
8984-HPEMB,Female,No,No,71,Yes,Fiber optic,Yes,Two year,Yes,Electronic check,118.65,No,0
4349-GFQHK,Male,No,No,1,Yes,DSL,No,Month-to-month,No,Electronic check,54.35,Yes,0
4139-DETXS,Female,Yes,Yes,72,No,DSL,Yes,Two year,No,Bank transfer (automatic),64.45,No,0
9779-DPNEJ,Female,Yes,Yes,22,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,80.15,No,0
9805-FILKB,Male,Yes,Yes,46,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),20.2,No,0
5793-YOLJN,Female,Yes,Yes,55,Yes,No,No internet service,Two year,No,Mailed check,21,No,0
0673-IGUQO,Male,No,No,1,Yes,No,No internet service,Month-to-month,No,Mailed check,20.45,No,0
4123-FCVCB,Female,No,No,12,Yes,DSL,Yes,One year,Yes,Mailed check,75.85,No,0
8819-IMISP,Male,No,No,31,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,80.45,No,0
7802-EFKNY,Male,Yes,No,5,No,DSL,No,Month-to-month,Yes,Electronic check,24.95,Yes,0
8311-UEUAB,Female,Yes,Yes,67,Yes,DSL,Yes,Two year,Yes,Electronic check,75.5,No,0
5858-EAFCZ,Male,No,No,1,Yes,DSL,No,Month-to-month,No,Mailed check,44.45,No,0
8035-BUYVG,Male,Yes,No,40,No,DSL,No,One year,Yes,Electronic check,42.35,Yes,0
1163-ONYEY,Male,Yes,Yes,41,Yes,DSL,Yes,Month-to-month,Yes,Credit card (automatic),74.55,No,0
9787-XVQIU,Male,No,No,1,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,75.3,Yes,0
8945-MUQUF,Male,No,No,51,Yes,Fiber optic,Yes,One year,Yes,Electronic check,94.8,Yes,0
5656-MJEFC,Male,Yes,Yes,42,No,DSL,Yes,Two year,No,Credit card (automatic),48.15,No,0
6082-OQFBA,Male,Yes,Yes,23,Yes,No,No internet service,One year,No,Mailed check,19.65,No,0
8051-HJRLT,Female,No,No,1,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,70.55,Yes,1
8974-OVACP,Female,No,No,1,Yes,No,No internet service,Month-to-month,No,Mailed check,20.15,No,0
4010-YLMVT,Female,No,No,56,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),106.6,No,0
1379-FRVEB,Male,No,Yes,15,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,91,No,0
8612-GXIDD,Male,Yes,Yes,12,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),25.4,No,0
6288-CHQJB,Female,Yes,Yes,54,Yes,DSL,No,Two year,No,Bank transfer (automatic),69.95,No,0
8160-HOWOX,Female,No,No,7,Yes,DSL,Yes,Month-to-month,Yes,Electronic check,66.85,No,0
3023-GFLBR,Female,Yes,Yes,33,Yes,Fiber optic,No,Month-to-month,No,Credit card (automatic),86.15,Yes,0
6648-INWPS,Male,Yes,Yes,16,Yes,No,No internet service,Month-to-month,No,Electronic check,20.15,No,0
4223-BKEOR,Female,No,Yes,21,Yes,DSL,No,One year,No,Mailed check,64.85,No,0
4079-VTGLK,Male,Yes,No,30,Yes,DSL,Yes,Two year,No,Electronic check,74.85,No,1
1763-WQFUK,Male,No,No,3,Yes,DSL,No,Month-to-month,Yes,Mailed check,50.5,No,0
1391-UBDAR,Male,No,No,11,Yes,Fiber optic,No,Month-to-month,No,Electronic check,72.9,No,0
8894-JVDCV,Female,No,No,62,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic),115.05,No,0
2023-VQFDL,Male,No,No,18,Yes,No,No internet service,Month-to-month,No,Electronic check,19,No,0
1345-GKDZZ,Male,No,Yes,6,Yes,No,No internet service,Month-to-month,No,Mailed check,19.55,No,0
2014-MKGMH,Female,No,No,46,Yes,Fiber optic,Yes,One year,Yes,Electronic check,101.1,No,0
5628-FCGYG,Male,No,No,21,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,84.1,No,0
2560-WBWXF,Male,No,No,68,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),24.15,No,0
0248-IPDFW,Female,No,No,1,Yes,DSL,No,Month-to-month,Yes,Electronic check,50.1,No,0
7978-DKUQH,Female,Yes,No,25,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.6,No,0
4335-UPJSI,Female,No,Yes,24,Yes,No,No internet service,Two year,No,Mailed check,19.75,No,0
0524-IAVZO,Female,Yes,No,30,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,85,Yes,0
2737-YNGYW,Female,No,No,2,Yes,Fiber optic,No,Month-to-month,No,Electronic check,80.55,Yes,0
1784-EZDKJ,Male,Yes,No,51,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),106.8,No,0
9297-FVVDH,Female,Yes,Yes,57,Yes,DSL,Yes,Two year,Yes,Electronic check,84.5,No,0
8007-YYPWD,Female,No,No,15,Yes,No,No internet service,Two year,No,Bank transfer (automatic),25.05,No,0
7101-HRBLJ,Female,Yes,Yes,72,Yes,DSL,Yes,Two year,Yes,Bank transfer (automatic),83.7,No,0
5159-YFPKQ,Female,No,No,2,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,75.8,Yes,0
6635-CPNUN,Male,Yes,No,28,Yes,Fiber optic,Yes,Month-to-month,No,Credit card (automatic),96.6,No,0
4021-RQSNY,Male,Yes,No,29,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,98.5,Yes,1
5453-YBTWV,Male,Yes,Yes,70,Yes,Fiber optic,Yes,Two year,Yes,Credit card (automatic),101.1,No,0
5039-LZRQT,Female,No,No,13,Yes,No,No internet service,One year,No,Mailed check,20.2,No,0
2931-VUVJN,Female,Yes,No,59,Yes,Fiber optic,No,One year,Yes,Electronic check,94.05,No,1
9061-TIHDA,Male,Yes,No,13,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,95.25,Yes,1
8699-ASUFO,Male,Yes,No,7,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,74.4,Yes,1
6418-PIQSP,Female,Yes,No,62,Yes,DSL,Yes,Two year,No,Mailed check,81,No,0
8220-OCUFY,Female,No,No,21,Yes,DSL,No,One year,Yes,Electronic check,60.25,No,0
3995-WFCSM,Female,No,No,2,Yes,DSL,No,Month-to-month,No,Electronic check,60.85,No,0
1895-QTKDO,Female,No,No,1,Yes,DSL,No,Month-to-month,No,Credit card (automatic),43.95,No,0
2038-OEQZH,Male,No,No,4,Yes,Fiber optic,No,Month-to-month,No,Electronic check,86.05,No,0
1178-PZGAB,Female,No,No,19,Yes,No,No internet service,One year,No,Credit card (automatic),20.25,No,0
7927-AUXBZ,Female,No,No,30,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,85.15,Yes,0
2626-VEEWG,Male,Yes,Yes,67,Yes,No,No internet service,Two year,Yes,Credit card (automatic),19.4,No,0
2878-RMWXY,Male,Yes,No,72,Yes,Fiber optic,No,Two year,Yes,Credit card (automatic),102.65,No,1
1657-DYMBM,Male,Yes,No,53,Yes,No,No internet service,Two year,No,Credit card (automatic),19.9,No,0
7311-MQJCH,Female,No,No,5,Yes,No,No internet service,One year,No,Electronic check,19.55,No,0
7375-WMVMT,Male,Yes,No,71,Yes,Fiber optic,No,Two year,Yes,Credit card (automatic),95.5,No,1
1136-XGEQU,Female,Yes,Yes,50,Yes,DSL,Yes,One year,Yes,Credit card (automatic),84.15,No,0
2530-FMFXO,Male,Yes,Yes,56,Yes,Fiber optic,Yes,Two year,Yes,Electronic check,103.2,No,0
6844-DZKRF,Male,No,No,2,Yes,DSL,No,Month-to-month,Yes,Credit card (automatic),50.2,No,0
4695-WJZUE,Female,No,No,2,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,88.55,Yes,1
7619-ODSGN,Male,Yes,Yes,24,Yes,DSL,No,Month-to-month,No,Electronic check,54.75,Yes,0
5970-GHJAW,Male,Yes,Yes,46,Yes,No,No internet service,Two year,No,Credit card (automatic),19.95,No,0
8879-XUAHX,Male,Yes,No,71,Yes,Fiber optic,Yes,Two year,Yes,Electronic check,116.25,No,0
3689-MOZGR,Female,No,No,29,No,DSL,No,Month-to-month,Yes,Electronic check,31.2,No,0
4195-PNGZS,Male,Yes,Yes,69,Yes,No,No internet service,Two year,No,Bank transfer (automatic),24.45,No,0
5003-XZWWO,Male,Yes,No,71,Yes,DSL,Yes,Two year,No,Credit card (automatic),84.2,No,0
3988-RQIXO,Female,No,No,1,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,91.3,Yes,1
7622-FWGEW,Male,Yes,No,56,Yes,DSL,Yes,Two year,Yes,Bank transfer (automatic),85.65,No,1
6922-NCEDI,Male,No,Yes,56,Yes,No,No internet service,One year,Yes,Mailed check,21.2,No,0
2514-GINMM,Male,No,No,1,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,79.5,Yes,0
9891-NQDBD,Female,Yes,No,28,Yes,No,No internet service,One year,No,Mailed check,25.55,No,0
6131-IUNXN,Female,Yes,Yes,19,Yes,No,No internet service,Month-to-month,No,Mailed check,20.2,No,0
8548-AWOFC,Male,Yes,No,66,Yes,DSL,No,Month-to-month,No,Electronic check,63.85,No,0
9798-DRYDS,Female,Yes,Yes,17,Yes,DSL,No,One year,Yes,Mailed check,61.95,No,0
8532-UEFWH,Male,Yes,Yes,52,Yes,No,No internet service,Two year,No,Mailed check,25.75,No,0
6296-DDOOR,Female,No,No,19,Yes,DSL,Yes,One year,No,Electronic check,58.2,No,0
7951-VRDVK,Female,No,No,36,Yes,DSL,Yes,One year,No,Bank transfer (automatic),85.85,No,0
5931-FLJJF,Male,Yes,No,7,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,70.1,Yes,1
4815-YOSUK,Male,Yes,Yes,72,Yes,Fiber optic,No,One year,Yes,Credit card (automatic),104.9,No,0
2659-VXMWZ,Male,Yes,Yes,67,Yes,Fiber optic,Yes,One year,Yes,Electronic check,111.3,Yes,0
0380-NEAVX,Male,No,No,34,Yes,Fiber optic,Yes,One year,Yes,Electronic check,99.85,No,1
3207-OYBWH,Male,Yes,No,57,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),95.25,Yes,1
4285-GYRQC,Female,Yes,No,7,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,86.25,Yes,0
7216-EWTRS,Female,Yes,No,1,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,100.8,Yes,1
4365-MSDYN,Male,Yes,No,8,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.55,No,0
7036-TYDEC,Female,No,No,69,Yes,Fiber optic,Yes,Two year,No,Electronic check,104,No,0
5802-ADBRC,Female,Yes,No,50,Yes,Fiber optic,Yes,One year,Yes,Mailed check,104.4,No,0
8076-FEZKJ,Male,No,No,10,Yes,No,No internet service,One year,No,Mailed check,19.5,No,0
5197-YPYBZ,Female,Yes,Yes,12,Yes,No,No internet service,Two year,No,Credit card (automatic),25.25,No,0
8337-MSSXB,Female,No,No,14,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,86.3,Yes,0
4312-GVYNH,Female,Yes,No,70,No,DSL,No,Two year,Yes,Bank transfer (automatic),49.85,No,0
8495-LJDFO,Female,No,No,64,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),108.95,No,1
0839-JTCUD,Female,Yes,Yes,66,Yes,DSL,Yes,Two year,No,Credit card (automatic),89.9,No,0
5494-WOZRZ,Female,Yes,Yes,71,Yes,DSL,Yes,Two year,Yes,Credit card (automatic),82,No,0
1302-UHBDD,Male,No,No,20,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,89.95,No,1
2234-EOFPT,Male,Yes,No,72,Yes,DSL,Yes,Two year,Yes,Bank transfer (automatic),79.35,No,0
8619-IJNDK,Female,Yes,Yes,71,Yes,DSL,No,Two year,No,Credit card (automatic),64.05,No,0
8378-LKJAF,Male,Yes,Yes,38,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),101.15,No,0
8182-BJDSI,Female,No,No,28,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,89.95,Yes,0
2528-HFYZX,Male,Yes,No,17,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,76.45,Yes,1
1153-GNOLC,Male,No,No,33,No,DSL,Yes,One year,Yes,Electronic check,39.1,No,0
3298-QEICA,Female,Yes,Yes,23,No,DSL,No,Two year,No,Mailed check,34.6,No,0
0788-DXBFY,Male,Yes,Yes,58,Yes,No,No internet service,One year,Yes,Electronic check,19.55,No,0
3597-YASZG,Female,Yes,No,70,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),104.45,No,1
3496-LFSZU,Male,Yes,No,4,Yes,Fiber optic,No,Month-to-month,No,Electronic check,70.5,No,0
5242-UOWHD,Male,Yes,Yes,45,Yes,No,No internet service,Two year,No,Mailed check,20.35,No,0
2482-CZGBB,Male,No,No,10,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,70,Yes,0
6479-SZPLM,Male,Yes,Yes,36,Yes,No,No internet service,Two year,No,Credit card (automatic),19.45,No,0
8097-VBQTZ,Male,No,No,54,Yes,DSL,Yes,Month-to-month,Yes,Mailed check,69.9,No,0
4500-HKANN,Male,Yes,Yes,23,Yes,DSL,No,Two year,No,Mailed check,59.7,No,0
9917-KWRBE,Female,Yes,Yes,41,Yes,DSL,Yes,One year,Yes,Credit card (automatic),78.35,No,0
3420-ZDBMA,Male,No,No,5,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,71.45,No,1
2212-LYASK,Male,Yes,Yes,27,No,DSL,No,One year,Yes,Credit card (automatic),45.85,No,0
1393-IMKZG,Female,No,No,1,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,95.85,No,0
8069-RHUXK,Female,Yes,Yes,67,No,DSL,No,Two year,No,Credit card (automatic),35.7,No,0
3398-GCPMU,Female,Yes,Yes,72,Yes,DSL,Yes,Two year,Yes,Credit card (automatic),89.55,No,1
2908-WGAXL,Female,Yes,Yes,56,Yes,No,No internet service,Two year,Yes,Credit card (automatic),24.95,No,0
3378-AJRAO,Male,Yes,Yes,44,Yes,No,No internet service,One year,No,Electronic check,24.85,No,0
1013-QCWAM,Female,Yes,No,66,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,100.8,No,1
0866-QLSIR,Female,No,No,34,Yes,DSL,No,One year,Yes,Mailed check,64.4,Yes,0
6050-FFXES,Female,Yes,No,69,Yes,Fiber optic,Yes,Two year,No,Bank transfer (automatic),105.35,No,0
7181-BQYBV,Female,Yes,Yes,1,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,102.45,Yes,0
0362-RAOQO,Female,No,No,40,Yes,No,No internet service,Two year,No,Credit card (automatic),19.65,No,0
9554-DFKIC,Male,Yes,Yes,30,Yes,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.45,No,0
5527-ACHSO,Female,No,No,11,Yes,DSL,Yes,Month-to-month,No,Mailed check,70.5,No,0
0829-DDVLK,Female,No,No,15,Yes,No,No internet service,One year,No,Credit card (automatic),20.1,No,0
1399-UBQIU,Male,No,No,11,Yes,DSL,Yes,Month-to-month,Yes,Electronic check,69.35,No,0
1813-JLKWR,Female,Yes,Yes,64,Yes,No,No internet service,One year,No,Bank transfer (automatic),19.8,No,0
0336-PIKEI,Male,Yes,No,72,Yes,DSL,Yes,Two year,No,Bank transfer (automatic),74.4,No,1
7322-OCWHC,Male,Yes,No,72,Yes,Fiber optic,No,Two year,Yes,Bank transfer (automatic),93.05,No,1
9537-VHDTA,Female,No,Yes,1,Yes,DSL,No,Month-to-month,No,Mailed check,51.2,No,0
4957-TIALW,Female,No,Yes,15,Yes,DSL,No,One year,No,Credit card (automatic),65.6,No,0
2054-PJOCK,Female,No,No,60,Yes,DSL,Yes,One year,No,Credit card (automatic),80.55,No,0
9150-HEPMB,Male,No,No,56,Yes,DSL,No,One year,No,Mailed check,52.7,No,0
9030-QGZNL,Female,No,No,8,Yes,No,No internet service,Two year,No,Mailed check,20.85,No,0
6204-IEUXJ,Female,No,No,3,Yes,Fiber optic,No,Month-to-month,No,Credit card (automatic),80.1,Yes,0
3126-WQMGH,Female,Yes,No,49,Yes,DSL,No,Month-to-month,Yes,Credit card (automatic),52.15,No,0
4529-CKBCL,Female,No,No,2,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,80.2,Yes,0
2506-CLAKW,Female,No,No,6,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),98.15,Yes,0
7176-WRTNX,Male,No,No,70,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),114.95,No,0
1583-IHQZE,Male,No,No,12,Yes,Fiber optic,Yes,Month-to-month,Yes,Mailed check,112.95,Yes,0
5732-IKGQH,Male,Yes,No,52,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),104.45,No,1
9239-GZHZE,Female,Yes,No,72,Yes,Fiber optic,Yes,Two year,Yes,Credit card (automatic),113.65,No,0
7205-BAIAD,Female,No,No,40,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),20.6,No,0
0151-ONTOV,Female,No,No,1,Yes,Fiber optic,No,Month-to-month,No,Mailed check,70.9,Yes,0
4140-MUHUG,Female,No,No,3,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,86.85,Yes,1
0093-EXYQL,Female,No,No,40,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,91.55,No,1
8064-RAVOH,Male,No,Yes,1,Yes,DSL,No,Month-to-month,Yes,Electronic check,49.85,No,0
0219-QAERP,Male,Yes,No,30,Yes,No,No internet service,One year,No,Credit card (automatic),19.8,No,0
0320-JDNQG,Male,Yes,Yes,23,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,99.85,Yes,0
7180-PISOG,Male,Yes,Yes,1,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.5,Yes,0
9168-INPSZ,Female,Yes,No,44,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,104.15,No,1
3571-RFHAR,Male,No,No,65,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,109.15,Yes,0
0015-UOCOJ,Female,No,No,7,Yes,DSL,No,Month-to-month,Yes,Electronic check,48.2,No,1
5334-AFQJB,Male,No,No,72,Yes,No,No internet service,Two year,Yes,Credit card (automatic),25.1,No,1
2754-SDJRD,Female,No,No,8,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),100.15,No,1
9578-VRMNM,Female,No,No,16,Yes,DSL,No,Month-to-month,Yes,Credit card (automatic),65.2,Yes,0
1587-FKLZB,Male,Yes,Yes,66,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),99.5,Yes,1
6140-QNRQQ,Male,No,No,1,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,71.55,Yes,0
8963-JLGJT,Male,No,Yes,3,Yes,DSL,No,Month-to-month,No,Mailed check,55.9,No,0
4307-KTUMW,Male,Yes,No,53,Yes,Fiber optic,No,Month-to-month,No,Electronic check,93.9,Yes,0
1465-LNTLJ,Male,Yes,No,8,Yes,DSL,No,Month-to-month,Yes,Credit card (automatic),64.4,No,1
5440-FLBQG,Male,Yes,No,69,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),108.4,Yes,1
2135-DQWAQ,Female,No,No,5,Yes,Fiber optic,Yes,Month-to-month,Yes,Mailed check,85.3,No,0
4056-QHXHZ,Female,Yes,Yes,72,Yes,Fiber optic,Yes,Two year,No,Mailed check,107.45,No,0
7470-MCQTK,Female,Yes,No,13,No,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic),48.75,Yes,0
7488-MXJIV,Female,No,No,4,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,85.65,Yes,0
7401-JIXNM,Female,Yes,Yes,54,Yes,DSL,Yes,Two year,No,Credit card (automatic),91.3,No,0
9339-FIIJL,Male,Yes,No,72,Yes,DSL,Yes,Two year,No,Bank transfer (automatic),85.95,No,0
2027-FECZV,Male,No,No,12,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,106.7,Yes,0
2672-DZUOY,Male,No,No,1,No,DSL,No,Month-to-month,Yes,Electronic check,25.15,Yes,0
4706-DGAHW,Male,No,No,1,Yes,DSL,No,Month-to-month,No,Electronic check,45.2,No,1
3870-MQAMG,Female,Yes,No,54,Yes,Fiber optic,Yes,One year,No,Electronic check,110.35,Yes,0
6670-MFRPK,Male,Yes,Yes,69,Yes,Fiber optic,No,Two year,Yes,Credit card (automatic),79.2,No,0
6177-PEVRA,Female,No,No,48,Yes,DSL,No,Two year,No,Credit card (automatic),55.5,No,0
4800-CZMPC,Female,Yes,Yes,48,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic),103.25,Yes,0
4813-HQMGZ,Female,Yes,No,8,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,90.25,No,0
7579-KKLOE,Male,Yes,Yes,71,Yes,DSL,Yes,Two year,Yes,Mailed check,91.25,No,0
7377-DMMRI,Male,No,No,2,Yes,DSL,No,Month-to-month,Yes,Electronic check,47.8,Yes,0
8402-EIVQS,Male,Yes,No,67,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic),100.9,No,0
4947-DSMXK,Male,Yes,Yes,34,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),97.7,No,0
7245-NIIWQ,Female,No,No,3,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,69.85,No,0
0002-ORFBO,Female,Yes,Yes,9,Yes,DSL,Yes,One year,Yes,Mailed check,65.6,No,0
3324-OIRTO,Male,Yes,Yes,71,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),104.65,No,0
5414-OFQCB,Male,No,No,57,Yes,Fiber optic,Yes,Two year,Yes,Credit card (automatic),90.45,No,0
4967-WPNCF,Male,No,No,72,No,DSL,Yes,Two year,Yes,Bank transfer (automatic),63.7,No,0
8552-OBVRU,Female,Yes,Yes,48,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,104.5,No,1
8499-BRXTD,Male,No,No,18,Yes,No,No internet service,One year,No,Mailed check,20.1,No,0
9154-QDGTH,Male,Yes,Yes,43,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic),104.3,No,0
8197-BFWVU,Female,Yes,Yes,72,Yes,DSL,Yes,Two year,Yes,Bank transfer (automatic),93.25,No,0
2577-GVSIL,Male,Yes,Yes,35,Yes,DSL,Yes,One year,Yes,Bank transfer (automatic),73.45,No,0
9367-OIUXP,Male,No,No,4,Yes,No,No internet service,Month-to-month,No,Mailed check,20.7,No,0
6770-UAYGJ,Female,Yes,Yes,49,Yes,No,No internet service,Two year,No,Mailed check,25.25,No,0
6463-HHXJR,Female,Yes,Yes,71,Yes,Fiber optic,Yes,Two year,No,Bank transfer (automatic),100.5,No,0
7928-VJYAB,Male,Yes,Yes,11,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,90.6,No,0
1187-WILMM,Male,Yes,Yes,63,Yes,DSL,Yes,Two year,Yes,Credit card (automatic),89.4,No,0
9776-OJUZI,Female,No,No,65,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),95.45,No,1
1306-RPWXZ,Female,No,Yes,49,Yes,No,No internet service,Two year,No,Credit card (automatic),20.45,No,0
8949-JTMAY,Female,No,No,29,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),98.6,Yes,0
2774-LVQUS,Female,Yes,No,15,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,83.05,Yes,1
3097-PYWXL,Female,Yes,Yes,4,Yes,No,No internet service,Month-to-month,Yes,Electronic check,19.95,No,0
